plinder_pdb	plinder_chain	casf_pdb	casf_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
2ack	2ack_A	1h23	1h23__chain0	99.8	100.0	100.0	528	527	528	0.0	1093.0
2acl	2acl_A	2qe4	2qe4__chain0	33.3	80.8	82.1	177	214	207	6.22e-22	83.2
2acx	2acx_B	3ag9	3ag9__chain0	33.9	59.1	90.3	295	492	319	1.54e-50	169.0
2agi	2agi_X	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
2aix	2aix_A	2al5	2al5__chain0	100.0	100.0	99.2	258	258	260	3.88e-191	517.0
2al4	2al4_B	2al5	2al5__chain0	100.0	100.0	99.6	259	259	260	3.46e-192	520.0
2amb	2amb_A	3g0w	3g0w__chain0	98.8	99.6	99.6	248	246	249	9.11e-182	492.0
2anj	2anj_A	2al5	2al5__chain0	99.6	99.2	100.0	260	262	260	9.6e-193	521.0
2asu	2asu_B	1k1i	1k1i__chain0	33.5	100.0	98.7	236	225	223	7.34e-38	125.0
2asv	2asv_A	3ebp	3ebp__chain0	44.7	95.9	94.3	777	796	810	4.1099999999999995e-236	674.0
2awh	2awh_B	2p4y	2p4y__chain0	64.5	100.0	97.5	251	250	244	5.37e-114	321.0
2ax7	2ax7_A	1z95	1z95__chain0	99.2	100.0	100.0	238	238	238	4.54e-175	474.0
2ax8	2ax8_A	1z95	1z95__chain0	100.0	100.0	100.0	238	238	238	6.72e-177	479.0
2ax9	2ax9_A	1z95	1z95__chain0	99.6	100.0	100.0	238	238	238	7.85e-176	476.0
2axa	2axa_A	1z95	1z95__chain0	99.6	100.0	100.0	238	238	238	7.85e-176	476.0
2azd	2azd_A	3ebp	3ebp__chain0	44.7	95.9	94.3	777	796	810	4.1099999999999995e-236	674.0
2b50	2b50_B	3u9q	3u9q__chain0	64.1	98.5	99.2	262	263	257	6.61e-119	334.0
2b60	2b60_A	1g2k	1g2k__chain0	91.9	100.0	100.0	99	99	99	3.23e-69	196.0
2b7d	2b7d_H	1mq6	1mq6__chain0	39.0	94.5	100.0	241	254	233	5.88e-65	196.0
2b7z	2b7z_B	1g2k	1g2k__chain0	89.9	100.0	100.0	99	99	99	1.8699999999999997e-68	194.0
2baq	2baq_A	4f9w	4f9w__chain0	96.4	100.0	99.7	338	330	336	3.07e-241	650.0
2baw	2baw_A	2p4y	2p4y__chain0	64.8	100.0	96.7	250	250	244	4.63e-115	323.0
2bbf	2bbf_A	3rr4	3rr4__chain0	99.2	100.0	100.0	369	367	368	4.2599999999999994e-270	726.0
2bdg	2bdg_A	1k1i	1k1i__chain0	40.8	99.1	98.7	223	223	223	7.09e-61	184.0
2bdh	2bdh_A	1k1i	1k1i__chain0	40.8	99.1	98.7	223	223	223	7.09e-61	184.0
2bdi	2bdi_A	1k1i	1k1i__chain0	40.8	99.1	98.7	223	223	223	7.09e-61	184.0
2bfy	2bfy_B	2wtv	2wtv__chain0	70.6	94.6	100.0	265	280	264	1.23e-141	393.0
2bhe	2bhe_A	2fvd	2fvd__chain0	93.7	100.0	100.0	287	274	284	1.0099999999999999e-196	533.0
2bhh	2bhh_A	2fvd	2fvd__chain0	93.7	100.0	100.0	287	274	284	1.0099999999999999e-196	533.0
2bik	2bik_B	3jya	3jya__chain0	99.6	100.0	99.6	273	273	274	6.3e-211	568.0
2bil	2bil_B	3jya	3jya__chain0	99.6	100.0	100.0	274	274	274	1.61e-211	570.0
2bm2	2bm2_A	4crc	4crc__chain0	40.9	97.5	97.5	242	243	237	2.46e-59	181.0
2bre	2bre_A	2fxs	2fxs__chain0	100.0	100.0	100.0	213	213	213	1.3e-148	405.0
2brk	2brk_A	4ih5	4ih5__chain0	97.1	99.8	94.3	525	512	557	0.0	1016.0
2brl	2brl_A	4ih5	4ih5__chain0	97.1	99.8	94.3	525	512	557	0.0	1016.0
2bsm	2bsm_A	3b27	3b27__chain0	100.0	100.0	97.2	209	209	215	1.69e-148	405.0
2byq	2byq_A	2wn9	2wn9__chain2	100.0	100.0	100.0	214	214	214	6.520000000000001e-163	442.0
2bzi	2bzi_B	3jya	3jya__chain0	99.6	100.0	99.6	273	273	274	6.3e-211	568.0
2bzj	2bzj_A	3jya	3jya__chain0	99.6	100.0	99.6	273	273	274	6.3e-211	568.0
2bzk	2bzk_B	3jya	3jya__chain0	97.8	100.0	99.6	273	268	274	2.63e-204	551.0
2c0i	2c0i_A	3k5v	3k5v__chain0	45.3	57.6	92.3	265	434	286	1.46e-77	236.0
2c0t	2c0t_A	3k5v	3k5v__chain0	45.3	58.4	92.3	265	428	286	1.22e-77	236.0
2c4h	2c4h_A	1e66	1e66__chain0	100.0	99.8	100.0	532	533	532	0.0	1108.0
2c4w	2c4w_A	2xb8	2xb8__chain0	38.8	79.8	92.9	134	168	141	8.400000000000001e-29	97.8
2c58	2c58_A	1e66	1e66__chain0	100.0	99.8	100.0	532	533	532	0.0	1108.0
2c5f	2c5f_A	1e66	1e66__chain0	100.0	99.8	100.0	532	533	532	0.0	1108.0
2c5g	2c5g_A	1e66	1e66__chain0	100.0	99.8	100.0	532	533	532	0.0	1108.0
2c5v	2c5v_B	4eor	4eor__chain1	100.0	99.6	100.0	257	258	257	4.23e-192	519.0
2c6t	2c6t_B	4eor	4eor__chain1	100.0	99.6	100.0	257	258	257	4.23e-192	519.0
2c8z	2c8z_B	1bcu	1bcu__chain1	100.0	99.2	100.0	249	251	249	7.66e-198	533.0
2cdz	2cdz_A	2br1	2br1__chain0	31.3	82.8	89.7	249	290	272	5.43e-25	94.7
2cek	2cek_A	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
2chn	2chn_A	2w4x	2w4x__chain0	99.8	90.0	100.0	579	642	579	0.0	1181.0
2cjf	2cjf_A	2xb8	2xb8__chain0	43.5	92.6	97.2	138	149	141	5.59e-38	120.0
2cke	2cke_B	3bgz	3bgz__chain0	33.5	90.0	95.1	275	300	268	6.2600000000000005e-27	100.0
2clq	2clq_A	3ag9	3ag9__chain0	33.2	88.6	72.7	244	263	319	4.83e-30	108.0
2dwb	2dwb_A	3uo4	3uo4__chain0	99.2	100.0	99.2	264	262	266	3.73e-196	530.0
2e40	2e40_A	2wbg	2wbg__chain0	42.6	97.8	97.5	458	459	443	1.12e-119	351.0
2eb3	2eb3_A	3mss	3mss__chain0	38.1	82.7	92.8	257	294	264	2.84e-55	174.0
2ec9	2ec9_H	1mq6	1mq6__chain0	39.0	94.5	100.0	241	254	233	5.88e-65	196.0
2esa	2esa_A	2yki	2yki__chain0	52.2	90.5	97.1	201	220	207	3.69e-69	204.0
2eu2	2eu2_A	4jsz	4jsz__chain0	99.6	100.0	100.0	257	257	257	3.93e-199	537.0
2eu3	2eu3_A	4jsz	4jsz__chain0	99.6	100.0	99.6	256	256	257	5.35e-199	536.0
2exl	2exl_B	2yki	2yki__chain0	51.2	91.2	97.1	201	204	207	4.4400000000000005e-66	196.0
2f2u	2f2u_A	1q8t	1q8t__chain0	34.7	83.4	90.9	323	386	341	1.46e-66	208.0
2f36	2f36_C	4dld	4dld__chain1	100.0	99.6	99.6	253	254	254	1.08e-190	515.0
2f6w	2f6w_A	1bzc	1bzc__chain0	99.3	100.0	100.0	297	297	297	1.0600000000000001e-223	602.0
2f9n	2f9n_A	4crc	4crc__chain0	40.5	97.5	97.5	242	243	237	2.79e-58	179.0
2f9p	2f9p_D	4crc	4crc__chain0	40.9	97.9	97.5	242	242	237	6.73e-59	180.0
2fjm	2fjm_A	1bzc	1bzc__chain0	97.9	98.2	95.6	284	285	297	2.31e-208	563.0
2fo0	2fo0_A	3k5v	3k5v__chain0	98.9	60.5	98.3	282	466	286	2.85e-209	573.0
2foe	2foe_A	1k1i	1k1i__chain0	37.6	100.0	100.0	242	240	223	7.709999999999999e-42	136.0
2fvj	2fvj_A	3b1m	3b1m__chain0	99.6	100.0	99.6	259	258	260	3.15e-181	492.0
2g2h	2g2h_A	3k5v	3k5v__chain0	98.9	100.0	94.8	272	272	286	6.85e-204	551.0
2g2i	2g2i_A	3k5v	3k5v__chain0	97.8	100.0	95.5	274	271	286	8.96e-202	545.0
2g5n	2g5n_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
2g5o	2g5o_A	2p15	2p15__chain1	98.3	99.2	99.2	240	238	242	5.639999999999999e-170	462.0
2g5v	2g5v_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
2g8t	2g8t_A	1k1i	1k1i__chain0	100.0	100.0	100.0	223	223	223	4.94e-167	453.0
2gfe	2gfe_A	2al5	2al5__chain0	99.2	99.2	99.6	259	261	260	2.17e-191	518.0
2ghm	2ghm_A	4f9w	4f9w__chain0	98.8	100.0	100.0	337	336	336	3.800000000000001e-248	667.0
2giq	2giq_A	4ih5	4ih5__chain0	100.0	100.0	100.0	557	557	557	0.0	1125.0
2gir	2gir_A	4ih5	4ih5__chain0	100.0	100.0	100.0	557	557	557	0.0	1125.0
2giu	2giu_A	2pog	2pog__chain0	58.3	98.2	97.4	228	225	233	1.8e-91	262.0
2gpu	2gpu_A	4mgd	4mgd__chain1	37.3	99.5	94.5	225	222	236	1.27e-44	143.0
2gpv	2gpv_B	4mgd	4mgd__chain1	37.3	99.1	94.5	225	223	236	1.31e-44	143.0
2gqg	2gqg_A	3k5v	3k5v__chain0	99.3	99.6	96.5	277	278	286	2.43e-210	567.0
2gqp	2gqp_A	2yki	2yki__chain0	50.7	88.5	97.1	201	209	207	6.13e-65	193.0
2gs7	2gs7_B	3mss	3mss__chain0	39.2	91.0	95.8	265	288	264	1.1899999999999999e-61	190.0
2gtm	2gtm_A	3e92	3e92__chain0	96.8	100.0	99.4	348	341	349	4.3800000000000004e-247	665.0
2gvq	2gvq_D	3r88	3r88__chain0	31.4	85.2	86.6	299	345	344	2.72e-44	149.0
2gyu	2gyu_B	1e66	1e66__chain0	59.7	99.4	99.8	533	533	532	6.429999999999999e-246	678.0
2gyv	2gyv_B	1e66	1e66__chain0	59.7	99.4	99.8	533	533	532	6.429999999999999e-246	678.0
2gyw	2gyw_B	1e66	1e66__chain0	59.7	99.4	99.8	533	533	532	6.429999999999999e-246	678.0
2h04	2h04_A	1bzc	1bzc__chain0	41.1	85.4	85.2	253	280	297	7.54e-66	201.0
2h0t	2h0t_A	4de2	4de2__chain0	41.0	94.0	95.0	249	265	260	8.97e-60	184.0
2h0y	2h0y_A	4de2	4de2__chain0	41.0	94.0	95.0	249	265	260	8.97e-60	184.0
2h10	2h10_A	4de2	4de2__chain0	41.0	94.0	95.0	249	265	260	8.97e-60	184.0
2h4k	2h4k_A	1bzc	1bzc__chain0	99.3	100.0	100.0	297	297	297	1.0600000000000001e-223	602.0
2h55	2h55_A	3b27	3b27__chain0	100.0	100.0	97.2	209	209	215	1.69e-148	405.0
2h5s	2h5s_A	4de2	4de2__chain0	41.4	94.0	95.0	249	265	260	5.63e-61	187.0
2h8m	2h8m_A	2yki	2yki__chain0	52.2	92.1	97.1	201	215	207	8.76e-69	203.0
2h9e	2h9e_H	1mq6	1mq6__chain0	100.0	100.0	100.0	233	233	233	4.95e-181	489.0
2h9v	2h9v_A	1q8t	1q8t__chain0	34.6	83.6	90.3	321	383	341	1.3400000000000002e-66	208.0
2ha6	2ha6_B	1e66	1e66__chain0	59.5	99.4	99.8	533	533	532	2.61e-245	677.0
2hb1	2hb1_A	1bzc	1bzc__chain0	99.3	100.0	100.0	297	297	297	1.0600000000000001e-223	602.0
2hch	2hch_A	2yki	2yki__chain0	52.2	89.1	97.1	201	221	207	3.56e-67	199.0
2hg1	2hg1_B	2yki	2yki__chain0	52.5	89.4	97.1	204	226	207	5.26e-68	202.0
2hrq	2hrq_B	1gpn	1gpn__chain0	36.0	99.4	98.5	550	531	529	1.17e-84	266.0
2hrr	2hrr_B	1gpn	1gpn__chain0	36.0	99.4	98.5	550	531	529	1.17e-84	266.0
2hw7	2hw7_A	3myg	3myg__chain0	31.1	91.5	92.9	254	271	252	6.84e-39	130.0
2hy8	2hy8_1	4eor	4eor__chain0	31.6	89.8	99.0	294	293	294	7.92e-34	119.0
2i0b	2i0b_C	3gbb	3gbb__chain0	85.9	99.6	99.6	255	256	255	1.5399999999999998e-168	459.0
2i0c	2i0c_A	3gbb	3gbb__chain0	86.7	99.2	100.0	256	258	255	1.7399999999999997e-170	464.0
2i3w	2i3w_A	2al5	2al5__chain0	99.6	99.6	99.2	258	259	260	1.6399999999999998e-190	515.0
2i4g	2i4g_A	1bzc	1bzc__chain0	41.0	85.1	85.2	256	289	297	1.43e-65	201.0
2i4h	2i4h_A	1bzc	1bzc__chain0	40.7	84.6	85.2	253	280	297	2.39e-64	197.0
2i5x	2i5x_A	1bzc	1bzc__chain0	41.4	83.2	82.2	244	280	297	7.54e-66	201.0
2ieg	2ieg_B	3ebp	3ebp__chain0	99.0	99.8	99.9	809	805	810	0.0	1609.0
2iei	2iei_A	3ebp	3ebp__chain0	98.4	100.0	99.4	805	794	810	0.0	1585.0
2itq	2itq_A	3mss	3mss__chain0	39.0	88.3	95.8	267	300	264	2.7699999999999997e-60	187.0
2itu	2itu_A	3mss	3mss__chain0	38.1	83.9	95.8	265	304	264	9.88e-59	183.0
2itv	2itv_A	3mss	3mss__chain0	37.7	84.5	95.8	265	303	264	2.7000000000000002e-58	182.0
2itw	2itw_A	3mss	3mss__chain0	39.3	88.0	95.8	267	301	264	3.5999999999999995e-61	189.0
2itx	2itx_A	3pyy	3pyy__chain0	39.1	85.0	96.6	266	307	265	2.5099999999999997e-60	187.0
2iw9	2iw9_D	4eor	4eor__chain1	100.0	100.0	99.2	255	255	257	7.24e-190	513.0
2j0j	2j0j_A	3k5v	3k5v__chain0	39.3	43.0	94.1	275	611	286	3.92e-62	201.0
2j0k	2j0k_B	3pyy	3pyy__chain0	38.9	41.5	98.5	270	612	265	1.64e-60	196.0
2j0l	2j0l_A	3k5v	3k5v__chain0	40.7	97.1	92.3	270	276	286	2.57e-71	215.0
2j0m	2j0m_B	3k5v	3k5v__chain0	38.9	98.1	92.3	270	257	286	8.02e-65	197.0
2j38	2j38_A	1lpg	1lpg__chain0	100.0	100.0	100.0	234	234	234	1.31e-181	491.0
2j4c	2j4c_A	1e66	1e66__chain0	52.9	100.0	98.9	526	524	532	2.5899999999999997e-221	615.0
2j7c	2j7c_B	2j78	2j78__chain0	100.0	99.8	99.8	442	443	443	0.0	929.0
2j7t	2j7t_A	1pxn	1pxn__chain0	31.7	90.2	96.9	290	285	294	4.83e-33	116.0
2j7y	2j7y_A	2p15	2p15__chain0	59.9	100.0	97.5	237	226	242	5.23e-98	279.0
2j90	2j90_B	2wtv	2wtv__chain0	34.3	98.5	95.5	265	264	264	3.8300000000000004e-43	141.0
2j9m	2j9m_A	2fvd	2fvd__chain0	93.8	100.0	100.0	288	275	284	3.6599999999999994e-197	534.0
2jam	2jam_A	1ydr	1ydr__chain0	35.7	84.2	70.2	244	279	336	5.43e-49	159.0
2jav	2jav_A	3myg	3myg__chain0	31.7	95.7	96.0	249	253	252	7.930000000000001e-35	119.0
2jc1	2jc1_A	4ih5	4ih5__chain0	98.2	99.8	99.8	556	549	557	0.0	1096.0
2jc6	2jc6_C	1nvq	1nvq__chain0	32.0	81.6	92.8	250	277	264	7.599999999999999e-34	117.0
2jdr	2jdr_A	1ydr	1ydr__chain0	43.0	92.4	86.3	293	317	336	3.2000000000000002e-87	259.0
2jed	2jed_B	1ydr	1ydr__chain0	38.1	87.6	83.9	286	322	336	1.28e-67	209.0
2jey	2jey_B	1e66	1e66__chain0	59.7	99.3	99.8	533	534	532	6.68e-246	678.0
2jez	2jez_B	1e66	1e66__chain0	59.5	99.2	99.8	533	533	532	8.61e-244	673.0
2jf6	2jf6_A	2wbg	2wbg__chain0	37.9	98.7	98.4	467	464	443	1.56e-100	302.0
2jf9	2jf9_A	4mgd	4mgd__chain1	98.6	100.0	90.7	215	215	236	2.37e-150	411.0
2jfa	2jfa_A	2p15	2p15__chain0	99.5	100.0	91.7	222	221	242	7.360000000000001e-157	428.0
2jj3	2jj3_A	2pog	2pog__chain0	59.1	99.1	97.4	230	224	233	3.02e-92	264.0
2jjc	2jjc_A	2xdl	2xdl__chain0	100.0	100.0	99.5	207	207	208	2.0099999999999998e-147	402.0
2npa	2npa_C	3b1m	3b1m__chain0	61.8	100.0	99.6	267	267	260	1.05e-119	337.0
2nxx	2nxx_A	2p15	2p15__chain1	32.0	82.1	79.3	197	224	242	2.66e-25	93.2
2o1u	2o1u_B	2yki	2yki__chain0	47.1	28.0	90.3	187	575	207	2.96e-48	160.0
2o8w	2o8w_A	1owh	1owh__chain0	98.8	100.0	100.0	245	245	245	1.12e-192	520.0
2o9t	2o9t_A	2j78	2j78__chain0	42.7	98.9	98.6	445	445	443	3.91e-130	377.0
2ocf	2ocf_A	4mgd	4mgd__chain1	98.7	100.0	99.2	234	233	236	2.3000000000000002e-164	447.0
2of0	2of0_A	3udh	3udh__chain0	99.0	100.0	96.7	381	377	394	1.75e-287	771.0
2oi4	2oi4_X	4k18	4k18__chain0	99.6	100.0	99.3	275	275	277	4.6e-212	571.0
2ojt	2ojt_A	4dld	4dld__chain1	100.0	100.0	98.8	251	251	254	1.07e-187	508.0
2om9	2om9_A	2yfe	2yfe__chain0	95.9	100.0	98.1	270	270	264	1.98e-179	488.0
2ouz	2ouz_A	1qkt	1qkt__chain0	98.8	100.0	99.2	246	246	248	2.59e-174	473.0
2ovm	2ovm_A	3b5r	3b5r__chain0	53.0	98.4	100.0	247	243	247	7.84e-96	275.0
2ozo	2ozo_A	3qgy	3qgy__chain0	39.0	42.2	90.6	231	545	245	4.1699999999999996e-46	155.0
2p0c	2p0c_B	3mss	3mss__chain0	44.1	90.7	90.2	245	248	264	5.4e-66	199.0
2p1t	2p1t_A	2pog	2pog__chain0	32.7	91.5	84.5	205	211	233	6.3599999999999996e-24	89.0
2p1u	2p1u_A	2pog	2pog__chain0	32.7	91.5	84.5	205	211	233	6.3599999999999996e-24	89.0
2p1v	2p1v_A	2pog	2pog__chain0	32.7	91.5	84.5	205	211	233	6.3599999999999996e-24	89.0
2p3t	2p3t_A	1z6e	1z6e__chain1	100.0	100.0	100.0	52	52	52	4.75e-41	121.0
2p3u	2p3u_B	1mq6	1mq6__chain0	100.0	100.0	100.0	233	233	233	4.95e-181	489.0
2p54	2p54_A	3b1m	3b1m__chain0	61.4	100.0	98.5	267	267	260	1.21e-118	334.0
2p8o	2p8o_C	4crc	4crc__chain0	50.6	88.4	36.7	87	95	237	9.33e-25	87.0
2pio	2pio_A	3g0w	3g0w__chain0	100.0	100.0	99.6	248	248	249	1.85e-186	504.0
2pip	2pip_L	3g0w	3g0w__chain0	100.0	100.0	100.0	249	249	249	2.35e-187	506.0
2piq	2piq_A	3g0w	3g0w__chain0	100.0	100.0	100.0	249	249	249	2.35e-187	506.0
2pir	2pir_A	3g0w	3g0w__chain0	100.0	99.6	100.0	249	250	249	2.4499999999999997e-187	506.0
2pit	2pit_A	3g0w	3g0w__chain0	100.0	99.6	100.0	249	250	249	2.4499999999999997e-187	506.0
2piu	2piu_A	3g0w	3g0w__chain0	100.0	100.0	99.6	248	248	249	1.85e-186	504.0
2piv	2piv_A	3g0w	3g0w__chain0	100.0	100.0	100.0	249	249	249	2.35e-187	506.0
2piw	2piw_A	3g0w	3g0w__chain0	100.0	100.0	99.6	248	248	249	1.85e-186	504.0
2pkl	2pkl_A	3g0w	3g0w__chain0	100.0	100.0	100.0	249	249	249	2.35e-187	506.0
2pnu	2pnu_A	1z95	1z95__chain0	98.3	98.4	100.0	241	245	238	3.49e-174	473.0
2pqf	2pqf_B	3kr8	3kr8__chain0	33.1	86.7	79.6	175	181	206	5.85e-13	58.2
2pr3	2pr3_A	1lpg	1lpg__chain0	100.0	100.0	100.0	234	234	234	1.31e-181	491.0
2psy	2psy_A	1k1i	1k1i__chain0	47.1	99.6	100.0	227	227	223	2.42e-75	221.0
2puu	2puu_A	4f9w	4f9w__chain0	96.7	100.0	100.0	336	330	336	1.07e-241	651.0
2pvf	2pvf_A	3k5v	3k5v__chain0	41.5	93.8	89.2	270	288	286	5.47e-71	214.0
2pvy	2pvy_B	3k5v	3k5v__chain0	41.1	93.7	90.6	275	286	286	2.12e-64	197.0
2pwv	2pwv_A	3ge7	3ge7__chain0	98.9	100.0	100.0	361	361	359	8.53e-264	709.0
2py3	2py3_A	3k5v	3k5v__chain0	41.8	95.0	90.6	268	282	286	9.15e-68	206.0
2pz5	2pz5_A	3k5v	3k5v__chain0	42.2	95.0	90.6	268	280	286	1.93e-66	202.0
2pzp	2pzp_A	3k5v	3k5v__chain0	42.2	95.0	90.6	268	280	286	9.659999999999999e-67	203.0
2q1b	2q1b_A	4jsz	4jsz__chain0	99.6	100.0	99.6	256	256	257	5.35e-199	536.0
2q1h	2q1h_A	3b5r	3b5r__chain0	60.7	98.8	98.8	244	244	247	2.5399999999999998e-104	296.0
2q1v	2q1v_A	3b5r	3b5r__chain0	60.7	98.8	98.8	244	244	247	2.5399999999999998e-104	296.0
2q3k	2q3k_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
2q3y	2q3y_A	3b5r	3b5r__chain0	60.2	98.8	98.8	244	244	247	5.92e-103	293.0
2q59	2q59_A	3b1m	3b1m__chain0	99.2	100.0	98.8	257	255	260	5.3900000000000005e-179	486.0
2q5g	2q5g_B	2p4y	2p4y__chain0	63.0	100.0	91.0	235	235	244	1.14e-104	296.0
2q5s	2q5s_A	3b1m	3b1m__chain0	99.2	100.0	99.2	258	256	260	6.839999999999999e-180	488.0
2q61	2q61_A	3b1m	3b1m__chain0	99.6	100.0	98.8	257	256	260	4.81e-180	489.0
2q6j	2q6j_A	2p15	2p15__chain1	99.2	100.0	99.6	242	242	242	9.829999999999999e-172	466.0
2q6r	2q6r_B	3b1m	3b1m__chain0	96.6	100.0	99.6	263	258	260	2.77e-175	477.0
2q6s	2q6s_A	3b1m	3b1m__chain0	99.2	100.0	98.5	256	254	260	6.04e-178	483.0
2q7i	2q7i_A	1z95	1z95__chain0	99.2	98.8	100.0	238	241	238	6.2399999999999995e-176	477.0
2q7j	2q7j_A	3g0w	3g0w__chain0	99.2	99.6	99.6	248	247	249	1.15e-182	494.0
2q7k	2q7k_A	1z95	1z95__chain0	98.7	98.8	100.0	239	242	238	7.28e-173	469.0
2q7l	2q7l_A	3g0w	3g0w__chain0	98.8	99.6	99.6	248	247	249	2.72e-181	491.0
2qa6	2qa6_B	2p15	2p15__chain1	100.0	100.0	100.0	242	242	242	3.73e-176	478.0
2qab	2qab_B	2p15	2p15__chain1	98.8	99.6	99.6	244	245	242	1.3499999999999998e-172	469.0
2qak	2qak_A	1g2k	1g2k__chain0	97.0	100.0	100.0	99	99	99	1.66e-71	201.0
2qb4	2qb4_A	3f3c	3f3c__chain0	100.0	99.6	100.0	509	511	509	0.0	1004.0
2qbp	2qbp_A	1bzc	1bzc__chain0	99.3	100.0	100.0	297	297	297	1.0600000000000001e-223	602.0
2qbq	2qbq_A	1bzc	1bzc__chain0	99.3	100.0	100.0	297	297	297	1.0600000000000001e-223	602.0
2qbr	2qbr_A	1bzc	1bzc__chain0	99.3	99.7	100.0	297	298	297	1.1e-223	602.0
2qbs	2qbs_A	1bzc	1bzc__chain0	99.3	100.0	100.0	297	297	297	1.0600000000000001e-223	602.0
2qca	2qca_A	1o0h	1o0h__chain0	100.0	100.0	100.0	124	124	124	4.43e-90	250.0
2qcs	2qcs_A	1q8t	1q8t__chain0	97.0	100.0	99.1	338	338	341	1.7300000000000001e-248	669.0
2qei	2qei_A	3f3c	3f3c__chain0	100.0	99.4	100.0	509	512	509	0.0	1005.0
2qgt	2qgt_B	2p15	2p15__chain1	99.2	99.6	99.2	240	239	242	1.76e-171	466.0
2qi6	2qi6_A	3o9i	3o9i__chain0	100.0	100.0	100.0	99	99	99	2.9799999999999997e-74	208.0
2qii	2qii_A	3gc5	3gc5__chain0	99.5	100.0	100.0	369	368	368	3.12e-270	726.0
2qll	2qll_A	3ebp	3ebp__chain0	79.3	98.5	99.8	811	806	810	0.0	1321.0
2qo7	2qo7_A	3pyy	3pyy__chain0	38.2	86.0	94.3	259	279	265	9.16e-62	190.0
2qoc	2qoc_A	3mss	3mss__chain0	39.9	88.0	93.6	258	283	264	6.25e-66	201.0
2qoq	2qoq_A	3k5v	3k5v__chain0	38.6	84.9	88.5	259	285	286	9.18e-63	193.0
2qpy	2qpy_A	3g0w	3g0w__chain0	100.0	100.0	99.6	248	248	249	1.85e-186	504.0
2qr9	2qr9_B	2p15	2p15__chain1	100.0	100.0	100.0	242	242	242	3.73e-176	478.0
2qs1	2qs1_A	4dld	4dld__chain1	100.0	100.0	98.8	251	251	254	1.07e-187	508.0
2qs3	2qs3_A	4dld	4dld__chain1	100.0	100.0	98.8	251	251	254	1.07e-187	508.0
2qs4	2qs4_A	3gbb	3gbb__chain0	100.0	99.6	100.0	255	256	255	2.55e-192	520.0
2qse	2qse_B	2p15	2p15__chain1	100.0	100.0	100.0	242	242	242	3.73e-176	478.0
2qxm	2qxm_B	2p15	2p15__chain1	100.0	100.0	100.0	242	242	242	3.73e-176	478.0
2qxs	2qxs_A	2p15	2p15__chain1	98.3	100.0	98.8	239	237	242	8.620000000000001e-167	454.0
2qzo	2qzo_B	2p15	2p15__chain1	98.3	100.0	99.6	241	237	242	5.4199999999999994e-170	462.0
2r3q	2r3q_A	1pxn	1pxn__chain0	98.3	100.0	100.0	294	289	294	2.75e-214	578.0
2r3r	2r3r_A	1pxn	1pxn__chain0	99.0	100.0	100.0	294	291	294	4.42e-216	583.0
2r40	2r40_A	2qe4	2qe4__chain1	30.2	73.9	84.3	179	238	204	5.3200000000000004e-21	81.3
2r5t	2r5t_A	1ydr	1ydr__chain0	42.0	98.2	85.7	293	284	336	2.47e-80	240.0
2r9w	2r9w_A	2r9w	2r9w__chain0	100.0	100.0	100.0	358	358	358	7.68e-275	737.0
2r9x	2r9x_A	2r9w	2r9w__chain0	100.0	100.0	100.0	358	358	358	7.68e-275	737.0
2rew	2rew_A	3b1m	3b1m__chain0	63.1	100.0	99.2	260	255	260	3.6e-117	330.0
2rfs	2rfs_A	3pyy	3pyy__chain0	42.2	91.7	92.8	251	264	265	4.2399999999999996e-67	203.0
2uuj	2uuj_B	2zda	2zda__chain1	100.0	99.6	100.0	251	252	251	1.7999999999999999e-199	537.0
2uvx	2uvx_A	1q8t	1q8t__chain0	98.2	100.0	98.8	337	337	341	8.98e-253	679.0
2uvy	2uvy_A	1q8t	1q8t__chain0	98.2	100.0	98.5	336	336	341	3.5100000000000004e-252	678.0
2uvz	2uvz_A	1q8t	1q8t__chain0	98.2	100.0	98.8	337	337	341	8.98e-253	679.0
2uw9	2uw9_A	1ydr	1ydr__chain0	43.0	92.4	86.3	293	317	336	3.2000000000000002e-87	259.0
2uxa	2uxa_A	2al5	2al5__chain0	98.1	99.2	100.0	260	262	260	5.33e-190	514.0
2v0d	2v0d_A	1pxn	1pxn__chain0	99.0	100.0	100.0	294	292	294	9.299999999999999e-216	582.0
2v3h	2v3h_H	1oyt	1oyt__chain1	100.0	100.0	100.0	250	250	250	3.78e-198	534.0
2v55	2v55_A	1q8t	1q8t__chain0	37.5	76.3	85.6	301	393	341	1.0499999999999998e-68	214.0
2v7o	2v7o_A	3ag9	3ag9__chain0	31.8	84.6	78.7	261	306	319	1.13e-37	130.0
2v96	2v96_B	1e66	1e66__chain0	100.0	99.8	100.0	532	533	532	0.0	1108.0
2v97	2v97_B	1e66	1e66__chain0	100.0	100.0	100.0	532	532	532	0.0	1108.0
