set,bond_type,len_lo,len_hi,n,pct
Reference ligand (train+test),C=N,1.47,1.475,7.1101,0.3167
Reference ligand (train+test),C=N,1.475,1.48,4.9,0.2183
Reference ligand (train+test),C=N,1.48,1.485,5.4724,0.2438
Reference ligand (train+test),C=N,1.485,1.49,2.8276,0.126
Reference ligand (train+test),C=N,1.49,1.495,1,0.0445
Reference ligand (train+test),C=N,1.495,1.5,4.0,0.1782
Reference ligand (train+test),C=N,1.5,1.505,1.1481,0.0511
Reference ligand (train+test),C=N,1.505,1.51,0.2963,0.0132
Reference ligand (train+test),C=N,1.51,1.515,1.0,0.0445
Reference ligand (train+test),C=N,1.515,1.52,2,0.0891
Reference ligand (train+test),C=N,1.52,1.525,2.0,0.0891
Reference ligand (train+test),C=N,1.525,1.53,0,0.0
Reference ligand (train+test),C=N,1.53,1.535,1,0.0445
Reference ligand (train+test),C=N,1.535,1.54,1,0.0445
Reference ligand (train+test),C=N,1.54,1.545,0,0.0
Reference ligand (train+test),C=N,1.545,1.55,0,0.0
Reference ligand (train+test),C=N,1.55,1.555,0,0.0
Reference ligand (train+test),C=N,1.555,1.56,1,0.0445
Reference ligand (train+test),C=N,1.56,1.565,0,0.0
Reference ligand (train+test),C=N,1.565,1.57,0,0.0
Reference ligand (train+test),C=N,1.57,1.575,0,0.0
Reference ligand (train+test),C=N,1.575,1.58,1,0.0445
Reference ligand (train+test),C=N,1.58,1.585,0,0.0
Reference ligand (train+test),C=N,1.585,1.59,0,0.0
Reference ligand (train+test),C=N,1.59,1.595,0,0.0
Reference ligand (train+test),C=N,1.595,1.6,0,0.0
Reference ligand (train+test),C=N,1.6,1.605,0,0.0
Reference ligand (train+test),C=N,1.605,1.61,0,0.0
Reference ligand (train+test),C=N,1.61,1.615,0,0.0
Reference ligand (train+test),C=N,1.615,1.62,0,0.0
Reference ligand (train+test),C=N,1.62,1.625,0,0.0
Reference ligand (train+test),C=N,1.625,1.63,0,0.0
Reference ligand (train+test),C=N,1.63,1.635,0,0.0
Reference ligand (train+test),C=N,1.635,1.64,0,0.0
Reference ligand (train+test),C=N,1.64,1.645,0,0.0
Reference ligand (train+test),C=N,1.645,1.65,0,0.0
Reference ligand (train+test),C=N,1.65,1.655,0,0.0
Reference ligand (train+test),C=N,1.655,1.66,0,0.0
Reference ligand (train+test),C=N,1.66,1.665,0,0.0
Reference ligand (train+test),C=N,1.665,1.67,0,0.0
Reference ligand (train+test),C=N,1.67,1.675,0,0.0
Reference ligand (train+test),C=N,1.675,1.68,0,0.0
Reference ligand (train+test),C=N,1.68,1.685,0,0.0
Reference ligand (train+test),C=N,1.685,1.69,0,0.0
Reference ligand (train+test),C=N,1.69,inf,0,0.0
Reference ligand (train+test),C-O,-inf,1.1,27.3333,0.126
Reference ligand (train+test),C-O,1.1,1.105,0.6552,0.003
Reference ligand (train+test),C-O,1.105,1.11,1.2224,0.0056
Reference ligand (train+test),C-O,1.11,1.115,0,0.0
Reference ligand (train+test),C-O,1.115,1.12,0,0.0
Reference ligand (train+test),C-O,1.12,1.125,2.0604,0.0095
Reference ligand (train+test),C-O,1.125,1.13,1,0.0046
Reference ligand (train+test),C-O,1.13,1.135,2,0.0092
Reference ligand (train+test),C-O,1.135,1.14,0.1852,0.0009
Reference ligand (train+test),C-O,1.14,1.145,1.3704,0.0063
Reference ligand (train+test),C-O,1.145,1.15,0.8,0.0037
Reference ligand (train+test),C-O,1.15,1.155,2.0,0.0092
Reference ligand (train+test),C-O,1.155,1.16,0,0.0
Reference ligand (train+test),C-O,1.16,1.165,1.5526,0.0072
Reference ligand (train+test),C-O,1.165,1.17,3.7546,0.0173
Reference ligand (train+test),C-O,1.17,1.175,5.4416,0.0251
Reference ligand (train+test),C-O,1.175,1.18,10.7391,0.0495
Reference ligand (train+test),C-O,1.18,1.185,9.4832,0.0437
Reference ligand (train+test),C-O,1.185,1.19,17.6442,0.0813
Reference ligand (train+test),C-O,1.19,1.195,19.523,0.09
Reference ligand (train+test),C-O,1.195,1.2,25.5364,0.1177
Reference ligand (train+test),C-O,1.2,1.205,19.0501,0.0878
Reference ligand (train+test),C-O,1.205,1.21,34.3486,0.1583
Reference ligand (train+test),C-O,1.21,1.215,39.9604,0.1842
Reference ligand (train+test),C-O,1.215,1.22,71.1995,0.3281
Reference ligand (train+test),C-O,1.22,1.225,83.6438,0.3855
Reference ligand (train+test),C-O,1.225,1.23,85.8223,0.3955
Reference ligand (train+test),C-O,1.23,1.235,90.2202,0.4158
Reference ligand (train+test),C-O,1.235,1.24,87.9146,0.4052
Reference ligand (train+test),C-O,1.24,1.245,141.9526,0.6542
Reference ligand (train+test),C-O,1.245,1.25,304.5872,1.4037
Reference ligand (train+test),C-O,1.25,1.255,340.5824,1.5696
Reference ligand (train+test),C-O,1.255,1.26,282.1097,1.3001
Reference ligand (train+test),C-O,1.26,1.265,252.3366,1.1629
Reference ligand (train+test),C-O,1.265,1.27,118.0141,0.5439
Reference ligand (train+test),C-O,1.27,1.275,64.056,0.2952
Reference ligand (train+test),C-O,1.275,1.28,54.8625,0.2528
Reference ligand (train+test),C-O,1.28,1.285,50.748,0.2339
Reference ligand (train+test),C-O,1.285,1.29,44.5716,0.2054
Reference ligand (train+test),C-O,1.29,1.295,33.437,0.1541
Reference ligand (train+test),C-O,1.295,1.3,38.1221,0.1757
Reference ligand (train+test),C-O,1.3,1.305,51.4918,0.2373
Reference ligand (train+test),C-O,1.305,1.31,63.2217,0.2914
Reference ligand (train+test),C-O,1.31,1.315,56.2419,0.2592
Reference ligand (train+test),C-O,1.315,1.32,62.1636,0.2865
Reference ligand (train+test),C-O,1.32,1.325,61.6753,0.2842
Reference ligand (train+test),C-O,1.325,1.33,94.9412,0.4375
Reference ligand (train+test),C-O,1.33,1.335,126.2353,0.5818
Reference ligand (train+test),C-O,1.335,1.34,146.7879,0.6765
Reference ligand (train+test),C-O,1.34,1.345,184.139,0.8486
Reference ligand (train+test),C-O,1.345,1.35,206.6845,0.9525
Reference ligand (train+test),C-O,1.35,1.355,279.0016,1.2858
Reference ligand (train+test),C-O,1.355,1.36,437.5343,2.0164
Reference ligand (train+test),C-O,1.36,1.365,563.081,2.595
Reference ligand (train+test),C-O,1.365,1.37,569.2292,2.6233
Reference ligand (train+test),C-O,1.37,1.375,575.6491,2.6529
Reference ligand (train+test),C-O,1.375,1.38,521.1422,2.4017
Reference ligand (train+test),C-O,1.38,1.385,491.5529,2.2653
Reference ligand (train+test),C-O,1.385,1.39,411.9046,1.8983
Reference ligand (train+test),C-O,1.39,1.395,364.4802,1.6797
Reference ligand (train+test),C-O,1.395,1.4,486.2263,2.2408
Reference ligand (train+test),C-O,1.4,1.405,525.3397,2.421
Reference ligand (train+test),C-O,1.405,1.41,619.8011,2.8564
Reference ligand (train+test),C-O,1.41,1.415,741.6105,3.4177
Reference ligand (train+test),C-O,1.415,1.42,995.4954,4.5877
Reference ligand (train+test),C-O,1.42,1.425,1360.9443,6.2719
Reference ligand (train+test),C-O,1.425,1.43,1814.8127,8.3636
Reference ligand (train+test),C-O,1.43,1.435,1896.0222,8.7378
Reference ligand (train+test),C-O,1.435,1.44,1441.0602,6.6411
Reference ligand (train+test),C-O,1.44,1.445,938.7861,4.3264
Reference ligand (train+test),C-O,1.445,1.45,743.975,3.4286
Reference ligand (train+test),C-O,1.45,1.455,559.9638,2.5806
Reference ligand (train+test),C-O,1.455,1.46,428.7012,1.9757
Reference ligand (train+test),C-O,1.46,1.465,343.8383,1.5846
Reference ligand (train+test),C-O,1.465,1.47,243.2529,1.121
Reference ligand (train+test),C-O,1.47,1.475,178.8029,0.824
Reference ligand (train+test),C-O,1.475,1.48,131.1214,0.6043
Reference ligand (train+test),C-O,1.48,1.485,108.0971,0.4982
Reference ligand (train+test),C-O,1.485,1.49,73.8349,0.3403
Reference ligand (train+test),C-O,1.49,1.495,56.3874,0.2599
Reference ligand (train+test),C-O,1.495,1.5,67.2272,0.3098
Reference ligand (train+test),C-O,1.5,1.505,55.8284,0.2573
Reference ligand (train+test),C-O,1.505,1.51,31.7031,0.1461
Reference ligand (train+test),C-O,1.51,1.515,24.1446,0.1113
Reference ligand (train+test),C-O,1.515,1.52,18.9416,0.0873
Reference ligand (train+test),C-O,1.52,1.525,19.9295,0.0918
Reference ligand (train+test),C-O,1.525,1.53,11.2415,0.0518
Reference ligand (train+test),C-O,1.53,1.535,12.4032,0.0572
Reference ligand (train+test),C-O,1.535,1.54,14.0865,0.0649
Reference ligand (train+test),C-O,1.54,1.545,10.2094,0.0471
Reference ligand (train+test),C-O,1.545,1.55,6.6786,0.0308
Reference ligand (train+test),C-O,1.55,1.555,8.0999,0.0373
Reference ligand (train+test),C-O,1.555,1.56,14.8578,0.0685
Reference ligand (train+test),C-O,1.56,1.565,2.9007,0.0134
Reference ligand (train+test),C-O,1.565,1.57,2.8635,0.0132
Reference ligand (train+test),C-O,1.57,1.575,4.4293,0.0204
Reference ligand (train+test),C-O,1.575,1.58,1.2667,0.0058
Reference ligand (train+test),C-O,1.58,1.585,2.4423,0.0113
Reference ligand (train+test),C-O,1.585,1.59,4.1042,0.0189
Reference ligand (train+test),C-O,1.59,1.595,4.8299,0.0223
Reference ligand (train+test),C-O,1.595,1.6,3.3665,0.0155
Reference ligand (train+test),C-O,1.6,1.605,2.7664,0.0127
Reference ligand (train+test),C-O,1.605,1.61,3.2381,0.0149
Reference ligand (train+test),C-O,1.61,1.615,6.265,0.0289
Reference ligand (train+test),C-O,1.615,1.62,2.3736,0.0109
Reference ligand (train+test),C-O,1.62,1.625,2.3333,0.0108
Reference ligand (train+test),C-O,1.625,1.63,1.9167,0.0088
Reference ligand (train+test),C-O,1.63,1.635,0,0.0
Reference ligand (train+test),C-O,1.635,1.64,0.7222,0.0033
Reference ligand (train+test),C-O,1.64,1.645,2.5,0.0115
Reference ligand (train+test),C-O,1.645,1.65,2.2,0.0101
Reference ligand (train+test),C-O,1.65,1.655,1,0.0046
Reference ligand (train+test),C-O,1.655,1.66,1,0.0046
Reference ligand (train+test),C-O,1.66,1.665,3,0.0138
Reference ligand (train+test),C-O,1.665,1.67,4.0,0.0184
Reference ligand (train+test),C-O,1.67,1.675,0,0.0
Reference ligand (train+test),C-O,1.675,1.68,1.2697,0.0059
Reference ligand (train+test),C-O,1.68,1.685,0.125,0.0006
Reference ligand (train+test),C-O,1.685,1.69,2.0,0.0092
Reference ligand (train+test),C-O,1.69,inf,15.6641,0.0722
Reference ligand (train+test),C=O,-inf,1.1,8.0333,0.0818
Reference ligand (train+test),C=O,1.1,1.105,0,0.0
Reference ligand (train+test),C=O,1.105,1.11,1,0.0102
Reference ligand (train+test),C=O,1.11,1.115,1.0,0.0102
Reference ligand (train+test),C=O,1.115,1.12,0.7778,0.0079
Reference ligand (train+test),C=O,1.12,1.125,2.9111,0.0297
Reference ligand (train+test),C=O,1.125,1.13,2.3658,0.0241
Reference ligand (train+test),C=O,1.13,1.135,5.1311,0.0523
Reference ligand (train+test),C=O,1.135,1.14,1.082,0.011
Reference ligand (train+test),C=O,1.14,1.145,7.1071,0.0724
Reference ligand (train+test),C=O,1.145,1.15,6.6877,0.0681
Reference ligand (train+test),C=O,1.15,1.155,3.67,0.0374
Reference ligand (train+test),C=O,1.155,1.16,7.6636,0.0781
Reference ligand (train+test),C=O,1.16,1.165,12.8908,0.1313
Reference ligand (train+test),C=O,1.165,1.17,14.0699,0.1433
Reference ligand (train+test),C=O,1.17,1.175,26.4391,0.2693
Reference ligand (train+test),C=O,1.175,1.18,34.0572,0.3469
Reference ligand (train+test),C=O,1.18,1.185,56.2984,0.5734
Reference ligand (train+test),C=O,1.185,1.19,80.6455,0.8214
Reference ligand (train+test),C=O,1.19,1.195,113.2142,1.1531
Reference ligand (train+test),C=O,1.195,1.2,94.2954,0.9604
Reference ligand (train+test),C=O,1.2,1.205,139.191,1.4177
Reference ligand (train+test),C=O,1.205,1.21,255.115,2.5984
Reference ligand (train+test),C=O,1.21,1.215,428.2304,4.3617
Reference ligand (train+test),C=O,1.215,1.22,752.1656,7.6611
Reference ligand (train+test),C=O,1.22,1.225,1173.149,11.949
Reference ligand (train+test),C=O,1.225,1.23,1282.804,13.0658
Reference ligand (train+test),C=O,1.23,1.235,1148.6991,11.6999
Reference ligand (train+test),C=O,1.235,1.24,659.1686,6.7139
Reference ligand (train+test),C=O,1.24,1.245,472.6322,4.8139
Reference ligand (train+test),C=O,1.245,1.25,565.4584,5.7594
Reference ligand (train+test),C=O,1.25,1.255,583.9229,5.9475
Reference ligand (train+test),C=O,1.255,1.26,409.207,4.1679
Reference ligand (train+test),C=O,1.26,1.265,297.2617,3.0277
Reference ligand (train+test),C=O,1.265,1.27,185.306,1.8874
Reference ligand (train+test),C=O,1.27,1.275,123.5039,1.2579
Reference ligand (train+test),C=O,1.275,1.28,84.7242,0.8629
Reference ligand (train+test),C=O,1.28,1.285,63.0953,0.6426
Reference ligand (train+test),C=O,1.285,1.29,44.0197,0.4484
Reference ligand (train+test),C=O,1.29,1.295,34.5127,0.3515
Reference ligand (train+test),C=O,1.295,1.3,29.9343,0.3049
Reference ligand (train+test),C=O,1.3,1.305,29.6306,0.3018
Reference ligand (train+test),C=O,1.305,1.31,22.3249,0.2274
Reference ligand (train+test),C=O,1.31,1.315,24.2392,0.2469
Reference ligand (train+test),C=O,1.315,1.32,26.8911,0.2739
Reference ligand (train+test),C=O,1.32,1.325,25.7421,0.2622
Reference ligand (train+test),C=O,1.325,1.33,30.1006,0.3066
Reference ligand (train+test),C=O,1.33,1.335,27.4076,0.2792
Reference ligand (train+test),C=O,1.335,1.34,27.9978,0.2852
Reference ligand (train+test),C=O,1.34,1.345,36.0902,0.3676
Reference ligand (train+test),C=O,1.345,1.35,33.6261,0.3425
Reference ligand (train+test),C=O,1.35,1.355,38.9865,0.3971
Reference ligand (train+test),C=O,1.355,1.36,39.7407,0.4048
Reference ligand (train+test),C=O,1.36,1.365,34.9239,0.3557
Reference ligand (train+test),C=O,1.365,1.37,28.5194,0.2905
Reference ligand (train+test),C=O,1.37,1.375,28.7277,0.2926
Reference ligand (train+test),C=O,1.375,1.38,15.0621,0.1534
Reference ligand (train+test),C=O,1.38,1.385,14.6999,0.1497
Reference ligand (train+test),C=O,1.385,1.39,17.093,0.1741
Reference ligand (train+test),C=O,1.39,1.395,13.7498,0.14
Reference ligand (train+test),C=O,1.395,1.4,12.2414,0.1247
Reference ligand (train+test),C=O,1.4,1.405,8.8985,0.0906
Reference ligand (train+test),C=O,1.405,1.41,10.393,0.1059
Reference ligand (train+test),C=O,1.41,1.415,8.2328,0.0839
Reference ligand (train+test),C=O,1.415,1.42,6.5357,0.0666
Reference ligand (train+test),C=O,1.42,1.425,6.7733,0.069
Reference ligand (train+test),C=O,1.425,1.43,5.1158,0.0521
Reference ligand (train+test),C=O,1.43,1.435,9.4319,0.0961
Reference ligand (train+test),C=O,1.435,1.44,2.8616,0.0291
Reference ligand (train+test),C=O,1.44,1.445,2.4717,0.0252
Reference ligand (train+test),C=O,1.445,1.45,2.4125,0.0246
Reference ligand (train+test),C=O,1.45,1.455,3.8375,0.0391
Reference ligand (train+test),C=O,1.455,1.46,4.3589,0.0444
Reference ligand (train+test),C=O,1.46,1.465,1.0,0.0102
Reference ligand (train+test),C=O,1.465,1.47,0.9467,0.0096
Reference ligand (train+test),C=O,1.47,1.475,1.2,0.0122
Reference ligand (train+test),C=O,1.475,1.48,2.0,0.0204
Reference ligand (train+test),C=O,1.48,1.485,0,0.0
Reference ligand (train+test),C=O,1.485,1.49,0,0.0
Reference ligand (train+test),C=O,1.49,1.495,0,0.0
Reference ligand (train+test),C=O,1.495,1.5,1.0,0.0102
Reference ligand (train+test),C=O,1.5,1.505,0,0.0
Reference ligand (train+test),C=O,1.505,1.51,1,0.0102
Reference ligand (train+test),C=O,1.51,1.515,0,0.0
Reference ligand (train+test),C=O,1.515,1.52,0,0.0
Reference ligand (train+test),C=O,1.52,1.525,0,0.0
Reference ligand (train+test),C=O,1.525,1.53,0.05,0.0005
Reference ligand (train+test),C=O,1.53,1.535,0,0.0
Reference ligand (train+test),C=O,1.535,1.54,0,0.0
Reference ligand (train+test),C=O,1.54,1.545,0,0.0
Reference ligand (train+test),C=O,1.545,1.55,0,0.0
Reference ligand (train+test),C=O,1.55,1.555,0,0.0
Reference ligand (train+test),C=O,1.555,1.56,0,0.0
Reference ligand (train+test),C=O,1.56,1.565,0,0.0
Reference ligand (train+test),C=O,1.565,1.57,0,0.0
Reference ligand (train+test),C=O,1.57,1.575,0,0.0
Reference ligand (train+test),C=O,1.575,1.58,0,0.0
Reference ligand (train+test),C=O,1.58,1.585,0,0.0
Reference ligand (train+test),C=O,1.585,1.59,0,0.0
Reference ligand (train+test),C=O,1.59,1.595,0,0.0
Reference ligand (train+test),C=O,1.595,1.6,0,0.0
Reference ligand (train+test),C=O,1.6,1.605,0,0.0
Reference ligand (train+test),C=O,1.605,1.61,0.1333,0.0014
Reference ligand (train+test),C=O,1.61,1.615,0,0.0
Reference ligand (train+test),C=O,1.615,1.62,0,0.0
Reference ligand (train+test),C=O,1.62,1.625,0,0.0
Reference ligand (train+test),C=O,1.625,1.63,0,0.0
Reference ligand (train+test),C=O,1.63,1.635,0,0.0
Reference ligand (train+test),C=O,1.635,1.64,0,0.0
Reference ligand (train+test),C=O,1.64,1.645,0,0.0
Reference ligand (train+test),C=O,1.645,1.65,0,0.0
Reference ligand (train+test),C=O,1.65,1.655,0,0.0
Reference ligand (train+test),C=O,1.655,1.66,0,0.0
Reference ligand (train+test),C=O,1.66,1.665,0,0.0
Reference ligand (train+test),C=O,1.665,1.67,0,0.0
Reference ligand (train+test),C=O,1.67,1.675,0,0.0
Reference ligand (train+test),C=O,1.675,1.68,0,0.0
Reference ligand (train+test),C=O,1.68,1.685,0.1111,0.0011
Reference ligand (train+test),C=O,1.685,1.69,0,0.0
Reference ligand (train+test),C=O,1.69,inf,0,0.0
Reference ligand (train+test),C:C,-inf,1.1,0,0.0
Reference ligand (train+test),C:C,1.1,1.105,0,0.0
Reference ligand (train+test),C:C,1.105,1.11,0,0.0
Reference ligand (train+test),C:C,1.11,1.115,0,0.0
Reference ligand (train+test),C:C,1.115,1.12,0,0.0
Reference ligand (train+test),C:C,1.12,1.125,0,0.0
Reference ligand (train+test),C:C,1.125,1.13,0,0.0
Reference ligand (train+test),C:C,1.13,1.135,0,0.0
Reference ligand (train+test),C:C,1.135,1.14,0,0.0
Reference ligand (train+test),C:C,1.14,1.145,1,0.0014
Reference ligand (train+test),C:C,1.145,1.15,0,0.0
Reference ligand (train+test),C:C,1.15,1.155,0,0.0
Reference ligand (train+test),C:C,1.155,1.16,0,0.0
Reference ligand (train+test),C:C,1.16,1.165,0,0.0
Reference ligand (train+test),C:C,1.165,1.17,0,0.0
Reference ligand (train+test),C:C,1.17,1.175,0,0.0
Reference ligand (train+test),C:C,1.175,1.18,1.8333,0.0026
Reference ligand (train+test),C:C,1.18,1.185,0.1667,0.0002
Reference ligand (train+test),C:C,1.185,1.19,0,0.0
Reference ligand (train+test),C:C,1.19,1.195,0,0.0
Reference ligand (train+test),C:C,1.195,1.2,0,0.0
Reference ligand (train+test),C:C,1.2,1.205,0,0.0
Reference ligand (train+test),C:C,1.205,1.21,0,0.0
Reference ligand (train+test),C:C,1.21,1.215,1.0,0.0014
Reference ligand (train+test),C:C,1.215,1.22,0,0.0
Reference ligand (train+test),C:C,1.22,1.225,2,0.0029
Reference ligand (train+test),C:C,1.225,1.23,0,0.0
Reference ligand (train+test),C:C,1.23,1.235,3.0,0.0043
Reference ligand (train+test),C:C,1.235,1.24,0,0.0
Reference ligand (train+test),C:C,1.24,1.245,2,0.0029
Reference ligand (train+test),C:C,1.245,1.25,2,0.0029
Reference ligand (train+test),C:C,1.25,1.255,2.0,0.0029
Reference ligand (train+test),C:C,1.255,1.26,1.3056,0.0019
Reference ligand (train+test),C:C,1.26,1.265,2.0222,0.0029
Reference ligand (train+test),C:C,1.265,1.27,7.9333,0.0115
Reference ligand (train+test),C:C,1.27,1.275,6.7061,0.0097
Reference ligand (train+test),C:C,1.275,1.28,7.0,0.0101
Reference ligand (train+test),C:C,1.28,1.285,4.9265,0.0071
Reference ligand (train+test),C:C,1.285,1.29,9.0464,0.0131
Reference ligand (train+test),C:C,1.29,1.295,13.7623,0.0199
Reference ligand (train+test),C:C,1.295,1.3,10.6107,0.0153
Reference ligand (train+test),C:C,1.3,1.305,15.9482,0.023
Reference ligand (train+test),C:C,1.305,1.31,24.2728,0.0351
Reference ligand (train+test),C:C,1.31,1.315,44.2817,0.064
Reference ligand (train+test),C:C,1.315,1.32,60.0231,0.0867
Reference ligand (train+test),C:C,1.32,1.325,91.3969,0.132
Reference ligand (train+test),C:C,1.325,1.33,152.0699,0.2197
Reference ligand (train+test),C:C,1.33,1.335,217.8628,0.3147
Reference ligand (train+test),C:C,1.335,1.34,289.6123,0.4183
Reference ligand (train+test),C:C,1.34,1.345,362.8821,0.5242
Reference ligand (train+test),C:C,1.345,1.35,389.1638,0.5621
Reference ligand (train+test),C:C,1.35,1.355,432.6778,0.625
