plinder_pdb	plinder_chain	cohort_pdb	cohort_chain	pident	query_coverage	subject_coverage	alignment_length	query_length	subject_length	evalue	bitscore
1tx0	1tx0_A	4d8z	4d8z__chain0	99.2	100.0	100.0	265	265	263	1.89e-187	509.0
1tx2	1tx2_A	4nl1	4nl1__chain0	98.5	100.0	100.0	273	269	273	8.95e-194	526.0
1tx8	1tx8_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
1txf	1txf_A	4e0x	4e0x__chain0	100.0	99.6	99.6	248	249	249	1.34e-184	501.0
1txi	1txi_A	5jy3	5jy3__chain0	36.1	76.7	82.5	194	253	228	7.84e-37	125.0
1tz8	1tz8_C	4d7b	4d7b__chain0	100.0	100.0	100.0	116	116	116	9.09e-84	235.0
1u0z	1u0z_B	6ey9	6ey9__chain0	55.0	88.9	96.6	202	226	207	1.78e-71	212.0
1u1c	1u1c_D	1odi	1odi__chain0	33.2	83.1	80.8	208	242	234	1.8700000000000002e-26	97.8
1u1d	1u1d_C	1odi	1odi__chain0	31.2	92.0	93.2	237	250	234	2.91e-28	102.0
1u1e	1u1e_C	1odi	1odi__chain0	31.2	92.0	93.2	237	250	234	2.91e-28	102.0
1u1f	1u1f_A	1odi	1odi__chain0	33.2	82.7	80.8	208	243	234	1.92e-26	97.8
1u1g	1u1g_A	1odi	1odi__chain0	33.2	82.0	80.8	208	245	234	2.02e-26	97.8
1u2o	1u2o_A	6ey9	6ey9__chain0	52.9	88.5	96.6	204	226	207	1.01e-65	197.0
1u4d	1u4d_B	3gvu	3gvu__chain0	43.3	92.4	88.2	252	262	271	1.03e-60	188.0
1u4o	1u4o_A	4i9u	4i9u__chain0	32.7	93.5	89.2	294	309	323	1.1099999999999999e-42	144.0
1u4s	1u4s_A	4i9u	4i9u__chain0	32.7	94.1	89.2	294	307	323	1.0499999999999999e-42	144.0
1u54	1u54_A	3gvu	3gvu__chain0	42.6	91.6	88.2	251	263	271	1.5200000000000002e-57	180.0
1u5a	1u5a_A	4i9u	4i9u__chain0	32.8	94.1	89.2	293	306	323	7.27e-43	145.0
1u5c	1u5c_A	4i9u	4i9u__chain0	32.9	94.1	89.2	292	305	323	7.080000000000001e-43	145.0
1u70	1u70_A	4g95	4g95__chain0	89.2	100.0	100.0	186	186	186	8.52e-125	344.0
1u72	1u72_A	4g95	4g95__chain0	100.0	100.0	100.0	186	186	186	1.13e-138	379.0
1uay	1uay_A	4bny	4bny__chain1	30.2	97.9	97.0	252	241	233	3.07e-14	64.7
1ub5	1ub5_L	1q72	1q72__chain0	85.5	100.0	98.2	214	214	218	9.680000000000001e-132	364.0
1uki	1uki_A	3hl7	3hl7__chain0	49.6	99.1	97.6	335	328	336	2.79e-107	311.0
1unh	1unh_A	2xmy	2xmy__chain0	58.8	99.3	95.6	284	277	295	5.06e-112	320.0
1uwj	1uwj_A	6o95	6o95__chain0	32.0	88.6	85.9	256	264	291	2.3099999999999998e-30	110.0
1uxg	1uxg_A	4i8x	4i8x__chain1	30.9	95.8	90.9	304	308	331	8.53e-49	160.0
1uxh	1uxh_A	4i8x	4i8x__chain1	30.9	95.8	90.9	304	308	331	6.07e-49	161.0
1uxi	1uxi_A	4i8x	4i8x__chain1	30.9	95.8	90.9	304	308	331	6.07e-49	161.0
1v0z	1v0z_A	4gzp	4gzp__chain0	49.0	98.5	98.2	390	389	388	1.4900000000000001e-130	375.0
1v6a	1v6a_A	4aj4	4aj4__chain1	76.8	98.5	98.8	327	332	330	6.03e-190	521.0
1v7w	1v7w_A	3qfy	3qfy__chain0	35.0	99.9	100.0	835	779	822	4.64e-165	493.0
1v7x	1v7x_A	3qfy	3qfy__chain0	35.0	99.9	100.0	835	779	822	4.64e-165	493.0
1vai	1vai_A	6r8l	6r8l__chain0	34.7	81.9	86.0	147	166	164	6.79e-12	55.5
1vdn	1vdn_A	6r8l	6r8l__chain0	70.4	98.8	97.0	159	161	164	1.18e-83	238.0
1vhw	1vhw_A	1pr5	1pr5__chain2	79.7	100.0	100.0	237	237	237	2.32e-138	383.0
1w1x	1w1x_A	4gzp	4gzp__chain0	49.0	98.5	98.2	390	389	388	1.4900000000000001e-130	375.0
1w20	1w20_A	4gzp	4gzp__chain0	49.0	98.5	98.2	390	389	388	1.4900000000000001e-130	375.0
1w21	1w21_A	4gzp	4gzp__chain0	49.0	98.5	98.2	390	389	388	1.4900000000000001e-130	375.0
1w8b	1w8b_H	3po1	3po1__chain2	40.0	40.5	98.0	105	247	102	1.31e-19	76.3
1w8c	1w8c_A	5jq5	5jq5__chain0	99.3	99.3	100.0	289	291	287	1.12e-212	575.0
1wc7	1wc7_B	1qyg	1qyg__chain1	75.4	99.6	100.0	224	224	220	9.19e-117	327.0
1wcb	1wcb_H	1qyg	1qyg__chain1	75.4	100.0	100.0	224	223	220	8.84e-117	327.0
1wm0	1wm0_X	5jy3	5jy3__chain0	31.4	68.0	80.3	194	272	228	1.3e-21	85.5
1woa	1woa_A	1lyx	1lyx__chain0	99.6	100.0	100.0	246	246	246	1.62e-179	488.0
1wv7	1wv7_H	3po1	3po1__chain2	41.0	37.4	93.1	100	254	102	2.07e-19	75.9
1xdk	1xdk_A	3ozj	3ozj__chain0	99.1	99.5	100.0	216	217	215	4.69e-155	423.0
1xf2	1xf2_L	1q72	1q72__chain0	69.7	100.0	100.0	218	213	218	1.96e-110	310.0
1xgy	1xgy_L	1q72	1q72__chain0	87.5	100.0	99.1	216	216	218	4.6599999999999997e-135	373.0
1xiu	1xiu_A	4k4j	4k4j__chain0	84.1	99.5	98.6	220	221	214	3.19e-131	363.0
1xiv	1xiv_A	4i9u	4i9u__chain0	32.9	93.5	89.2	292	307	323	7.47e-43	145.0
1xls	1xls_A	3ozj	3ozj__chain0	92.7	100.0	100.0	232	232	215	4.09e-153	419.0
1xp8	1xp8_A	4b3c	4b3c__chain0	34.5	55.4	86.2	200	298	224	3.59e-08	47.8
1xr1	1xr1_A	4k18	4k18__chain0	100.0	100.0	100.0	277	277	277	1.08e-213	577.0
1xu4	1xu4_A	4b3c	4b3c__chain0	48.8	78.0	100.0	252	318	224	1.57e-71	216.0
1xuf	1xuf_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
1xuh	1xuh_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
1xuj	1xuj_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
1xvm	1xvm_A	1c5s	1c5s__chain0	42.0	95.1	93.7	219	224	223	1.71e-39	130.0
1xvp	1xvp_A	3ozj	3ozj__chain0	92.7	100.0	100.0	232	232	215	4.09e-153	419.0
1y0s	1y0s_B	4k4j	4k4j__chain0	31.9	67.8	83.2	182	258	214	7.01e-17	72.0
1y18	1y18_L	1i7z	1i7z__chain0	71.4	100.0	100.0	220	216	219	6.47e-96	274.0
1y1r	1y1r_B	1odi	1odi__chain0	31.6	83.1	80.8	206	242	234	3.81e-25	94.4
1y3u	1y3u_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
1y59	1y59_T	1c5s	1c5s__chain0	99.1	100.0	100.0	223	223	223	1.69e-165	450.0
1y5a	1y5a_T	1c5s	1c5s__chain0	99.1	100.0	100.0	223	223	223	1.69e-165	450.0
1y5b	1y5b_T	1c5s	1c5s__chain0	99.1	100.0	100.0	223	223	223	1.69e-165	450.0
1y5u	1y5u_T	1c5s	1c5s__chain0	99.1	100.0	100.0	223	223	223	1.69e-165	450.0
1y65	1y65_A	2oxn	2oxn__chain0	99.7	99.7	98.8	329	330	333	9.8e-242	652.0
1y8y	1y8y_A	2xmy	2xmy__chain0	99.0	100.0	100.0	295	292	295	6.96e-216	583.0
1yae	1yae_E	4e0x	4e0x__chain1	86.5	96.9	98.4	251	257	254	1.39e-162	446.0
1ybv	1ybv_A	4bny	4bny__chain3	35.7	96.7	99.2	263	270	244	1.44e-35	122.0
1yc3	1yc3_A	2xjg	2xjg__chain0	100.0	99.5	100.0	213	214	213	1.24e-151	414.0
1ycj	1ycj_B	5neb	5neb__chain0	100.0	99.6	99.6	255	256	256	2.2299999999999997e-191	518.0
1ygc	1ygc_H	3po1	3po1__chain2	41.0	37.4	93.1	100	254	102	2.07e-19	75.9
1ynl	1ynl_L	1q72	1q72__chain0	80.7	99.5	100.0	218	219	218	1.38e-130	362.0
1ypk	1ypk_H	1ghv	1ghv__chain1	100.0	100.0	100.0	250	250	250	1.1099999999999998e-197	534.0
1ypl	1ypl_H	1ghv	1ghv__chain1	100.0	100.0	100.0	250	250	250	1.1099999999999998e-197	534.0
1ysz	1ysz_A	6ey9	6ey9__chain0	52.9	92.2	96.6	204	217	207	2.5800000000000003e-66	198.0
1ywn	1ywn_A	3gvu	3gvu__chain0	38.3	92.2	91.5	264	281	271	3.7999999999999997e-54	172.0
1yxm	1yxm_C	4bny	4bny__chain1	34.1	82.6	97.4	229	264	233	1.46e-28	103.0
1yxt	1yxt_A	3jya	3jya__chain0	100.0	100.0	100.0	274	274	274	5.750000000000001e-212	572.0
1z35	1z35_A	1pr5	1pr5__chain0	58.3	99.1	98.3	228	230	231	6.92e-90	259.0
1z36	1z36_A	1pr5	1pr5__chain0	58.3	99.1	98.3	228	230	231	6.92e-90	259.0
1z37	1z37_A	1pr5	1pr5__chain0	58.3	99.1	98.3	228	230	231	6.92e-90	259.0
1z38	1z38_A	1pr5	1pr5__chain0	58.3	99.1	98.3	228	230	231	6.92e-90	259.0
1z39	1z39_A	1pr5	1pr5__chain0	58.3	99.1	98.3	228	230	231	6.92e-90	259.0
1z57	1z57_A	6eis	6eis__chain0	30.7	97.3	95.7	355	333	345	5.38e-51	167.0
1z5x	1z5x_U	4k4j	4k4j__chain0	76.7	100.0	90.2	193	193	214	1.1000000000000001e-110	310.0
1z7j	1z7j_A	4d7b	4d7b__chain0	100.0	100.0	100.0	116	116	116	9.09e-84	235.0
1z8d	1z8d_A	3ebo	3ebo__chain0	95.2	98.8	100.0	819	821	810	0.0	1576.0
1zgf	1zgf_A	4qy3	4qy3__chain0	100.0	100.0	99.6	256	256	257	3.3100000000000005e-200	541.0
1zgy	1zgy_A	5jy3	5jy3__chain0	31.4	68.0	80.3	194	272	228	1.3e-21	85.5
1zh9	1zh9_A	4qy3	4qy3__chain0	99.2	100.0	99.6	256	256	257	2.23e-198	536.0
1zkf	1zkf_B	6r8l	6r8l__chain0	75.9	98.8	98.8	162	164	164	6.09e-96	270.0
1zl2	1zl2_B	1odi	1odi__chain0	31.6	83.1	80.8	206	242	234	3.81e-25	94.4
1zm9	1zm9_B	1xk9	1xk9__chain0	100.0	98.6	100.0	204	207	204	2.75e-151	413.0
1zn7	1zn7_A	6hgr	6hgr__chain1	100.0	100.0	100.0	178	178	178	3.4e-127	350.0
1zsj	1zsj_A	3po1	3po1__chain2	43.6	37.4	91.2	94	238	102	3.17e-18	72.4
1zsk	1zsk_A	3po1	3po1__chain2	43.6	37.4	91.2	94	238	102	3.17e-18	72.4
1zw9	1zw9_A	2ygf	2ygf__chain0	95.8	100.0	100.0	213	206	213	9.91e-140	384.0
1zy5	1zy5_B	3rwp	3rwp__chain0	32.2	96.8	88.8	261	249	278	4.65e-30	108.0
25c8	25c8_L	1q72	1q72__chain0	72.7	100.0	99.1	216	212	218	3.61e-108	305.0
2a19	2a19_B	5vc3	5vc3__chain0	32.3	95.1	97.7	269	264	260	9.85e-28	102.0
2a2q	2a2q_H	3po1	3po1__chain2	41.0	37.4	93.1	100	254	102	2.07e-19	75.9
2a2z	2a2z_A	4q19	4q19__chain1	93.5	100.0	100.0	230	222	230	3.07e-158	432.0
2a30	2a30_A	4q19	4q19__chain1	92.6	100.0	100.0	231	221	230	9.470000000000001e-155	423.0
2a31	2a31_A	1c5s	1c5s__chain0	82.1	100.0	100.0	223	223	223	2.5199999999999998e-142	392.0
2a32	2a32_A	1c5s	1c5s__chain0	82.1	100.0	100.0	223	223	223	2.5199999999999998e-142	392.0
2a7q	2a7q_A	4q19	4q19__chain1	96.1	100.0	100.0	231	229	230	5.629999999999999e-165	449.0
2a86	2a86_A	3coz	3coz__chain0	100.0	100.0	100.0	288	288	288	1.89e-183	501.0
2ac7	2ac7_B	1pr5	1pr5__chain0	56.3	98.6	96.1	222	221	231	6.59e-88	254.0
2acl	2acl_C	3ozj	3ozj__chain0	99.1	99.1	100.0	215	215	215	5.04e-154	421.0
2acx	2acx_A	4rqv	4rqv__chain0	34.5	56.2	96.2	284	495	289	9.319999999999999e-45	154.0
2ae2	2ae2_A	4bny	4bny__chain3	32.9	96.1	97.1	249	259	244	3.6400000000000004e-32	113.0
2aep	2aep_A	4gzp	4gzp__chain0	93.3	100.0	100.0	388	388	388	1.57e-287	773.0
2agi	2agi_X	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
2aix	2aix_A	5cbr	5cbr__chain0	100.0	100.0	100.0	258	258	258	1.06e-190	517.0
2ajv	2ajv_L	1q72	1q72__chain0	84.7	100.0	99.1	216	216	218	8.61e-131	362.0
2ajx	2ajx_L	1q72	1q72__chain0	84.7	100.0	99.1	216	216	218	8.61e-131	362.0
2ajy	2ajy_L	1q72	1q72__chain0	84.7	100.0	99.1	216	216	218	8.61e-131	362.0
2ajz	2ajz_L	1q72	1q72__chain0	84.7	100.0	99.1	216	216	218	8.61e-131	362.0
2al4	2al4_B	1syh	1syh__chain0	100.0	100.0	100.0	259	259	259	9.8e-192	520.0
2anj	2anj_A	1wvj	1wvj__chain0	99.6	100.0	100.0	262	262	262	6.38e-194	525.0
2ano	2ano_A	2d0k	2d0k__chain0	95.6	99.4	99.4	158	159	159	2.48e-113	313.0
2anq	2anq_A	2d0k	2d0k__chain0	95.6	99.4	99.4	158	159	159	2.48e-113	313.0
2asu	2asu_B	1c5s	1c5s__chain0	33.5	100.0	98.7	236	225	223	2.16e-37	125.0
2asv	2asv_A	3ebo	3ebo__chain0	44.7	95.9	94.3	777	796	810	1.21e-235	674.0
2awh	2awh_B	4k4j	4k4j__chain0	31.9	70.0	83.2	182	250	214	1.17e-16	71.2
2azd	2azd_A	3ebo	3ebo__chain0	44.7	95.9	94.3	777	796	810	1.21e-235	674.0
2azy	2azy_A	4qem	4qem__chain0	42.2	99.2	88.4	128	124	121	1.26e-23	83.6
2b14	2b14_A	3cfn	3cfn__chain0	99.1	100.0	100.0	115	115	115	2.33e-81	229.0
2b16	2b16_A	3cfn	3cfn__chain0	99.1	100.0	100.0	115	115	115	5.72e-82	230.0
2b21	2b21_A	4b2i	4b2i__chain0	51.9	76.6	100.0	233	299	220	3.51e-75	224.0
2b50	2b50_A	4k4j	4k4j__chain0	31.9	67.0	83.2	182	261	214	1.4e-16	71.2
2b7d	2b7d_H	3po1	3po1__chain2	41.0	37.4	93.1	100	254	102	2.07e-19	75.9
2b96	2b96_A	4qem	4qem__chain0	43.2	86.2	79.3	111	123	121	7.86e-22	79.0
2baq	2baq_A	4f9y	4f9y__chain0	97.0	100.0	99.4	338	330	339	3.01e-242	654.0
2baw	2baw_B	4k4j	4k4j__chain0	31.9	70.6	83.2	182	248	214	1.13e-16	71.2
2bdg	2bdg_A	1c5s	1c5s__chain0	40.8	99.1	98.7	223	223	223	2.0799999999999998e-60	184.0
2bdh	2bdh_A	1c5s	1c5s__chain0	40.8	99.1	98.7	223	223	223	2.0799999999999998e-60	184.0
2bdi	2bdi_A	1c5s	1c5s__chain0	40.8	99.1	98.7	223	223	223	2.0799999999999998e-60	184.0
2bfa	2bfa_C	4bny	4bny__chain3	31.4	98.4	96.3	264	253	244	6.89e-16	69.7
2bfm	2bfm_C	4bny	4bny__chain3	31.4	98.4	96.3	264	254	244	7e-16	69.7
2bfv	2bfv_L	1q72	1q72__chain0	67.9	100.0	51.4	112	112	218	9.57e-53	160.0
2bfy	2bfy_B	2wtv	2wtv__chain0	70.6	94.6	100.0	265	280	264	3.6e-141	393.0
2bhe	2bhe_A	5jq5	5jq5__chain0	94.4	99.3	100.0	287	274	287	1.2000000000000001e-198	539.0
2bhh	2bhh_A	5jq5	5jq5__chain0	94.4	99.3	100.0	287	274	287	1.2000000000000001e-198	539.0
2bik	2bik_B	1xws	1xws__chain0	99.6	100.0	100.0	273	273	273	1.78e-210	568.0
2bil	2bil_B	3jya	3jya__chain0	99.6	100.0	100.0	274	274	274	4.73e-211	570.0
2bl9	2bl9_A	3oaf	3oaf__chain0	33.5	82.9	91.4	188	216	186	2.4700000000000002e-26	95.5
2bla	2bla_A	3oaf	3oaf__chain0	31.6	83.0	91.4	190	218	186	1.4199999999999999e-25	93.6
2bm2	2bm2_A	2fpz	2fpz__chain0	100.0	100.0	100.0	243	243	243	2.16e-196	530.0
2bmb	2bmb_A	4nl1	4nl1__chain0	35.1	61.6	92.3	316	513	273	3.0399999999999997e-46	157.0
2bob	2bob_B	1q72	1q72__chain0	72.7	99.5	99.1	216	212	218	7.650000000000001e-110	309.0
2boc	2boc_B	1q72	1q72__chain0	72.7	99.5	99.1	216	212	218	7.650000000000001e-110	309.0
2bre	2bre_A	2ygf	2ygf__chain0	98.6	100.0	100.0	213	213	213	6.34e-147	402.0
2bsm	2bsm_A	2uwd	2uwd__chain0	100.0	100.0	100.0	209	209	209	4e-148	405.0
2btm	2btm_A	2v2c	2v2c__chain0	42.1	98.4	98.0	247	251	249	1.0800000000000001e-57	179.0
2byq	2byq_A	2byr	2byr__chain4	100.0	100.0	100.0	214	214	214	1.92e-162	442.0
2bzi	2bzi_B	1xws	1xws__chain0	99.6	100.0	100.0	273	273	273	1.78e-210	568.0
2bzj	2bzj_A	1xws	1xws__chain0	99.6	100.0	100.0	273	273	273	1.78e-210	568.0
2bzk	2bzk_B	1xws	1xws__chain0	97.8	100.0	100.0	273	268	273	7.439999999999999e-204	551.0
2c0i	2c0i_A	5hu9	5hu9__chain0	46.9	57.6	96.2	256	434	266	2.3000000000000002e-80	244.0
2c0t	2c0t_A	5hu9	5hu9__chain0	46.9	58.4	96.2	256	428	266	1.92e-80	244.0
2c47	2c47_D	4btk	4btk__chain0	33.3	95.5	95.5	282	291	287	2.42e-45	150.0
2c4a	2c4a_A	5nze	5nze__chain0	49.3	97.7	97.4	381	388	387	1.96e-130	375.0
2c4l	2c4l_A	5nze	5nze__chain0	49.3	97.7	97.4	381	388	387	1.96e-130	375.0
2c5v	2c5v_A	2xnb	2xnb__chain0	99.3	100.0	99.3	296	296	296	2.18e-218	590.0
2c6t	2c6t_A	2xnb	2xnb__chain0	99.3	100.0	99.3	296	296	296	2.18e-218	590.0
2c8z	2c8z_B	1sb1	1sb1__chain1	100.0	99.6	100.0	250	251	250	2.0000000000000002e-198	536.0
2cbi	2cbi_A	2cbj	2cbj__chain0	100.0	100.0	99.8	584	584	585	0.0	1158.0
2cdz	2cdz_A	6nfy	6nfy__chain1	39.0	89.3	93.7	267	290	285	2.14e-56	178.0
2cfe	2cfe_A	6r8l	6r8l__chain0	70.1	95.7	95.7	157	164	164	5.73e-78	224.0
2chl	2chl_A	4btk	4btk__chain0	32.1	96.6	97.2	290	298	287	1.11e-40	138.0
2chn	2chn_B	2vvs	2vvs__chain0	100.0	90.8	100.0	580	639	580	0.0	1191.0
2cke	2cke_B	5aut	5aut__chain0	78.1	91.3	99.3	274	300	274	3.0199999999999997e-159	440.0
2clq	2clq_B	6nfy	6nfy__chain1	34.4	93.1	88.4	256	259	285	1.5e-34	120.0
2cml	2cml_A	4gzp	4gzp__chain0	49.0	98.5	98.2	390	389	388	1.4900000000000001e-130	375.0
2cnx	2cnx_A	4ql1	4ql1__chain0	99.7	99.3	100.0	304	306	304	3.1800000000000002e-65	202.0
2cqs	2cqs_A	3qfy	3qfy__chain0	100.0	100.0	100.0	822	822	822	0.0	1691.0
2cqt	2cqt_A	3qfy	3qfy__chain0	100.0	100.0	100.0	822	822	822	0.0	1691.0
2ddq	2ddq_L	1q72	1q72__chain0	79.8	100.0	100.0	218	218	218	1.2699999999999998e-128	357.0
2dqt	2dqt_L	1q72	1q72__chain0	80.3	99.5	100.0	218	219	218	4.6000000000000006e-129	358.0
2dqu	2dqu_L	1q72	1q72__chain0	80.3	99.5	100.0	218	219	218	4.6000000000000006e-129	358.0
2dwb	2dwb_A	3uo4	3uo4__chain0	99.2	100.0	99.2	264	262	266	1.09e-195	530.0
2dza	2dza_B	4nl1	4nl1__chain0	38.5	88.7	87.2	247	257	273	3.96e-47	153.0
2dzb	2dzb_B	4d8z	4d8z__chain0	38.4	88.3	86.7	232	247	263	8.43e-44	144.0
2e2o	2e2o_A	2e2p	2e2p__chain0	100.0	99.7	100.0	298	299	298	1.03e-215	583.0
2e2q	2e2q_A	2e2p	2e2p__chain1	100.0	100.0	100.0	297	297	297	2.63e-215	582.0
2e8a	2e8a_A	3ldq	3ldq__chain0	89.3	98.7	99.5	375	380	377	5.2500000000000005e-247	669.0
2eb3	2eb3_A	5cap	5cap__chain0	95.7	99.7	99.7	303	294	303	2.2000000000000002e-210	570.0
2ec9	2ec9_H	3po1	3po1__chain2	41.0	37.4	93.1	100	254	102	2.07e-19	75.9
2esa	2esa_A	6ey9	6ey9__chain0	53.5	90.5	96.6	202	220	207	4.3699999999999996e-68	203.0
2eu2	2eu2_A	4qy3	4qy3__chain0	100.0	100.0	100.0	257	257	257	2.4200000000000004e-200	541.0
2eu3	2eu3_A	4qy3	4qy3__chain0	100.0	100.0	99.6	256	256	257	3.3100000000000005e-200	541.0
2exl	2exl_B	6ey9	6ey9__chain0	52.5	91.2	96.6	202	204	207	5.27e-65	194.0
2f1h	2f1h_A	4b3c	4b3c__chain0	49.4	77.6	100.0	247	313	224	1.66e-72	218.0
2f1i	2f1i_A	4b2i	4b2i__chain0	51.5	76.6	100.0	233	299	220	7.03e-75	224.0
2f2u	2f2u_A	4uj1	4uj1__chain0	35.0	83.4	92.0	323	386	337	4.9099999999999996e-67	211.0
2f36	2f36_C	4e0x	4e0x__chain1	100.0	99.6	99.6	253	254	254	3.16e-190	515.0
2f9n	2f9n_A	2fpz	2fpz__chain0	93.8	100.0	100.0	243	243	243	1.39e-183	498.0
2f9p	2f9p_A	2fpz	2fpz__chain0	93.4	100.0	100.0	243	243	243	5.68e-183	496.0
2fo0	2fo0_A	4wa9	4wa9__chain0	99.6	59.2	100.0	276	466	276	2.7199999999999996e-207	568.0
2foe	2foe_A	2fpz	2fpz__chain0	38.0	98.8	99.2	250	240	243	8.2e-50	158.0
2fpl	2fpl_A	4b2i	4b2i__chain0	51.9	76.6	100.0	233	299	220	3.51e-75	224.0
2fpm	2fpm_A	4b3c	4b3c__chain0	50.2	77.5	100.0	245	311	224	3.86e-73	220.0
2fvj	2fvj_A	5jy3	5jy3__chain0	31.4	71.7	80.3	194	258	228	9.93e-22	85.5
2fzh	2fzh_A	3oaf	3oaf__chain0	38.1	96.6	97.8	202	206	186	1.9400000000000002e-33	113.0
2fzj	2fzj_A	4g95	4g95__chain0	89.8	100.0	100.0	186	186	186	6e-125	345.0
2g2h	2g2h_A	4wa9	4wa9__chain0	99.6	100.0	98.6	272	272	276	6.15e-207	559.0
2g2i	2g2i_A	4wa9	4wa9__chain0	98.5	98.5	97.8	270	271	276	5.2200000000000004e-201	544.0
2g5n	2g5n_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
2g5o	2g5o_A	4k4j	4k4j__chain0	31.1	95.4	99.1	228	238	214	6.9e-22	85.1
2g5v	2g5v_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
2g8t	2g8t_A	1c5s	1c5s__chain0	100.0	100.0	100.0	223	223	223	1.45e-166	453.0
2gdj	2gdj_A	4b2i	4b2i__chain0	51.1	94.5	99.5	231	237	220	4.94e-72	214.0
2gfe	2gfe_A	4g8m	4g8m__chain0	99.2	99.6	100.0	260	261	260	1.5699999999999998e-191	519.0
2ghm	2ghm_A	3roc	3roc__chain0	99.1	100.0	100.0	337	336	337	4.2199999999999996e-250	674.0
2giu	2giu_A	4k4j	4k4j__chain0	31.2	93.3	96.3	215	225	214	5.44e-19	77.0
2gk1	2gk1_N	1np0	1np0__chain0	100.0	100.0	49.2	236	236	480	5.26e-182	503.0
2gpu	2gpu_A	4k4j	4k4j__chain0	33.9	86.0	89.7	192	222	214	7.490000000000001e-35	118.0
2gpv	2gpv_B	4k4j	4k4j__chain0	33.9	85.7	89.7	192	223	214	7.710000000000001e-35	118.0
2gqg	2gqg_A	4wa9	4wa9__chain0	100.0	96.4	97.1	268	278	276	9.16e-206	556.0
2gqp	2gqp_A	6ey9	6ey9__chain0	52.0	88.5	96.6	202	209	207	7.26e-64	192.0
2gs7	2gs7_A	1xkk	1xkk__chain0	95.3	98.9	92.0	278	281	289	3.5599999999999995e-191	520.0
2gtm	2gtm_A	4loo	4loo__chain0	98.0	100.0	99.7	348	341	349	5.1e-253	682.0
2h55	2h55_A	2uwd	2uwd__chain0	100.0	100.0	100.0	209	209	209	4e-148	405.0
2h8m	2h8m_A	6ey9	6ey9__chain0	53.5	92.1	96.6	202	215	207	1.04e-67	202.0
2h9e	2h9e_H	1ezq	1ezq__chain0	100.0	100.0	99.6	233	233	234	1.51e-180	489.0
2h9v	2h9v_A	4uj1	4uj1__chain0	34.9	83.6	91.4	321	383	337	4.49e-67	211.0
2ham	2ham_A	5jy3	5jy3__chain0	36.3	76.3	82.5	193	253	228	7.84e-37	125.0
2har	2har_A	5jy3	5jy3__chain0	36.5	76.2	82.5	192	252	228	1.26e-38	129.0
2has	2has_A	5jy3	5jy3__chain0	36.3	76.3	82.5	193	253	228	7.84e-37	125.0
2hb7	2hb7_A	5jy3	5jy3__chain0	36.1	76.4	82.5	194	254	228	8.06e-37	125.0
2hb8	2hb8_A	5jy3	5jy3__chain0	36.1	76.4	82.5	194	254	228	8.06e-37	125.0
2hbh	2hbh_A	5jy3	5jy3__chain0	37.1	84.5	86.8	202	239	228	1.1e-39	132.0
2hc4	2hc4_A	5jy3	5jy3__chain0	37.1	84.5	86.8	202	239	228	1.1e-39	132.0
2hcd	2hcd_A	5jy3	5jy3__chain0	37.1	84.5	86.8	202	239	228	1.1e-39	132.0
2hch	2hch_A	6ey9	6ey9__chain0	53.5	89.1	96.6	202	221	207	4.22e-66	198.0
2hg1	2hg1_B	6ey9	6ey9__chain0	53.7	89.4	96.6	205	226	207	6.23e-67	200.0
2hjf	2hjf_B	1q72	1q72__chain0	72.7	99.5	99.1	216	212	218	7.650000000000001e-110	309.0
2hjr	2hjr_A	4aji	4aji__chain0	32.2	99.0	95.1	314	313	327	4.17e-50	164.0
2hl0	2hl0_A	4rrg	4rrg__chain0	56.4	97.9	99.3	140	143	138	7.6e-51	154.0
2hl1	2hl1_A	4rrg	4rrg__chain0	56.4	97.9	99.3	140	143	138	7.6e-51	154.0
2hl2	2hl2_A	4rrg	4rrg__chain0	56.4	97.9	99.3	140	143	138	7.6e-51	154.0
2hn9	2hn9_D	1odi	1odi__chain0	31.6	81.4	80.8	206	247	234	4.29e-25	94.4
2hrd	2hrd_F	1odi	1odi__chain0	31.6	82.0	80.8	206	245	234	4.09e-25	94.4
2ht7	2ht7_A	3cl0	3cl0__chain0	56.6	99.5	99.5	385	387	385	5.42e-176	490.0
2htr	2htr_A	3cl0	3cl0__chain0	56.6	99.5	99.5	385	387	385	5.42e-176	490.0
2htu	2htu_A	3cl0	3cl0__chain0	56.6	99.5	99.5	385	387	385	5.42e-176	490.0
2htw	2htw_A	3cl0	3cl0__chain0	70.5	99.7	100.0	387	388	385	1.45e-218	598.0
2hu4	2hu4_A	3cl0	3cl0__chain0	99.7	100.0	100.0	385	385	385	1.32e-307	823.0
